,title,media,date,desc
2868,Globo confirma que Petrobrás não tem nenhuma prova contra Lula,Brasil 247,2020-10-31,Globo confirma que Petrobrás não tem nenhuma prova contra Lula. É por isso  que a estatal se nega a fornecer à defesa do ex-presidente os contratos  firmados com...
2869,"Petrobras, Vale, Varig e Bradesco estão entre maiores devedores do governo",UOL Economia,2020-10-31,"Petrobras, Vale, Varig e Bradesco estão entre maiores devedores do governo  · Dívidas em fase de cobrança · Empresas alegam divergências com a Receita  Federal."
2870,Sindipetro alerta para as consequências da privatização da ...,Infonet,2020-10-31,"A Petrobras foi criada para desenvolver e garantir a soberania do país, e  agora ela está sendo entregue a outros países. Essa política de  desinvestimento da..."
2871,"Sistema pioneiro do projeto Tupi, da Petrobras no pré-sal, completou 10 anos este mês",CPG Click Petroleo e Gas,2020-10-31,"Há 10 anos atrás, a Petrobras estava instalando o Piloto de Tupi, que é um  sistema que permitiu uma produção equivalente de 100 mil barris de petróleo  e 5..."
2872,Preço da gasolina sobe pelo 5º mês em outubro e retoma nível de março,Exame,2020-10-31,"A Petrobras promoveu três reajustes no preço médio da gasolina em suas  refinarias em outubro: no dia 9, uma alta 4%, que foi seguida por duas  reduções --uma..."
2873,Xiaomi supera Apple em venda de celulares,Seu Dinheiro,2020-10-31,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis. Menu. Seu Dinheiro. Últimas Notícias.
2874,Sthefani Brito recebe dica para aliviar azia na gravidez,AnaMaria,2020-10-31,Bolsonaro critica ...
2875,Investidores com US$ 3 tri sob gestão pedem diversidade racial,Money Times,2020-10-31,"... Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas, ... Petrobras (PETR4), dividendos e mais: Veja os destaques da  semana no..."
2876,Microsoft reduz preço dos consoles em até 8%,Correio Braziliense,2020-10-31,"Servidores chamam de ""golpe"" estudo de privatização da Petrobras ...  Petrobras: Sachsida enviará solicitação de estudo de privatização ainda  hoje."
2877,Buraco na Marginal Tietê derruba motociclista e estoura ...,ISTOÉ Independente,2020-10-31,Petrobras aprova Andrade como conselheiro e CEO · ISTOÉ Gente 13:43. Ana  Maria Braga fala sobre o caso de Klara Castanho ao vivo na Globo: '...
2878,Quase fechada a venda de refinaria da Petrobras na Bahia,Blog O Globo,2020-01-11,"Deve ser assinada em dezembro a venda da refinaria Landulpho Alves (BA), da  Petrobras, para o Mubadala, o fundo soberano de Abu Dhabi, por pouco menos  de..."
2879,De Zero a Um: livro ensina que não há fórmula mágica para ...,Eu Quero Investir,2020-01-11,"Radar traz Petrobras (PETR4), Embraer (EMBR3) e Braskem (BRKM5) · Futuros  de NY sobem e demais mercados operam em terreno positivo; tendência se  mostra de..."
2880,Cruzeiro do Sul quer acelerar aquisições com recurso do IPO,Eu Quero Investir,2020-01-11,"Radar traz Petrobras (PETR3; PETR4), CSN (CSNA3) e GPA (PCAR3) · Com Selic  a 13,25%, a poupança vale a pena? Descubra aqui · Mercados operam em baixa  com..."
2881,CEO da Brookfield Asset aposta em reocupação de escritórios,Money Times,2020-01-11,"Comprar ou vender? Mercado vê riscos políticos que podem afetar ação da  Petrobras. Leia mais sobre: Bloomberg, Coronavírus,..."
2882,"Coronel Feitosa promove ato de rua em carro aberto, apesar da restrição do TRE-PE",Folha PE,2020-01-11,"Brasil receberá 12 países para discutir crimes transnacionais · CPI da  Petrobras: sem empenho de líderes, coleta de assinaturas fica bem abaixo  do. Política..."
2883,Dentil/Praia vence Sesc RJ Flamengo e fica com o título do ...,Abc do Abc,2020-01-11,"""Quem sabe se privatizar Petrobras, todo mundo vai ter petróleo?"", diz  Guedes · No longo prazo, seria possível substituir a oferta russa perdida  por outros..."
2884,Cidades do petróleo têm nova onda de dificuldades,Economia & Negócios,2020-02-11,"Nunca antes a Petrobrás se desfez de tantos campos e plataformas como nos  últimos dois anos. Em 2020, pela primeira vez, a produção da Bacia de  Campos caiu..."
2885,Dividend Payout: entenda o que é e como funciona esse ...,Eu Quero Investir,2020-02-11,"Radar traz Petrobras (PETR4), Embraer (EMBR3) e Braskem (BRKM5) · Futuros  de NY sobem e demais mercados operam em terreno positivo; tendência se  mostra de..."
2886,Conheça os 20 fundos imobiliários mais rentáveis em 2020 ...,Eu Quero Investir,2020-02-11,"Radar traz Petrobras (PETR4), Embraer (EMBR3) e Braskem (BRKM5) · Futuros  de NY sobem e demais mercados operam em terreno positivo; tendência se  mostra de..."
2887,Cemitério do Araçá registra movimentação tranquila nesta segunda-feira em São Paulo,Band,2020-02-11,Rio de Janeiro bate novo recorde de temperatura. 28/06/2022 • 03:45.  Petrobras anuncia retomada das tratativas para vender refinarias.  28/06/2022 • 03:44...
2888,"Morre Gigi Proietti, um dos atores mais amados da Itália",ISTOÉ Independente,2020-02-11,Petrobras aprova Andrade como conselheiro e CEO. ISTOÉ Gente 13:43. Ana  Maria Braga fala sobre o caso de Klara Castanho ao vivo na Globo: '...
2889,Exército brasileiro patrulha fronteiras na remota região norte da Amazônia,Money Times,2020-02-11,Gasolina e etanol têm primeira queda de preço depois de três meses de altas  · Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas...
2890,CVM absolve Dilma Rousseff de irregularidades em projetos ...,Consultor Jurídico,2020-03-11,"Por entender que a ex-presidente Dilma Rousseff não tinha como questionar  informações da diretoria da Petrobras, o Colegiado da Comissão de Valores..."
2891,CVM condena ex-diretores da Petrobras Renato Duque e Paulo Roberto Costa,Valor Investe,2020-03-11,"A diretoria da Comissão de Valores Mobiliários (CVM) condenou, nesta  terça-feira, os ex-diretores da Petrobras, Paulo Roberto Costa e Renato  Duque,..."
2892,CVM condena ex-presidente da Petrobras e ex-diretores por ...,Portos e Navios,2020-03-11,A Comissão de Valores Mobiliários (CVM) condenou o ex-presidente da  Petrobras José Sérgio Gabrielli e outros três ex-diretores da estatal por...
2893,Petrobras faz upgrade no SAP | Notícias,Baguete,2020-03-11,"A Petrobras fechou um novo contrato com a SAP, prevendo o upgrade para o  S/4 Hana, a última versão do software de gestão da multinacional rodando na  nuvem,..."
2894,"Com Bolsonaro, Belivaldo fala sobre Petrobras, Covid-19 e ...",Infonet,2020-03-11,"Eles trataram sobre assuntos de interesse de Sergipe junto ao Governo  Federal. Entre as pautas da reunião, as operações da Petrobras em águas  profundas do..."
2895,Petrobras (PETR4) Anuncia Venda da Araucária Nitrogenados,The Capital Advisor,2020-03-11,"Petrobras (PETR4) Anuncia Venda da Araucária Nitrogenados. A ANSA possui  uma unidade industrial de fertilizantes nitrogenados localizada em  Araucária, no Estado..."
2896,Preço do gás de cozinha vai aumentar a partir desta quarta-feira,Correio Braziliense,2020-03-11,Distribuidoras do DF receberam comunicado da Petrobras sobre reajuste de  5%. Este é o nono aumento no valor do produto apenas neste ano.
2897,"Com evasão da Petrobras, Macaé e Campos dos Goytacazes podem acabar se tornando “cidades fantasmas” se depender apenas das atividades de exploração do petróleo",CPG Click Petroleo e Gas,2020-03-11,Venda de plataformas da Petrobras e pandemia esvazia negócios em cidades do  petróleo como Macaé e Campos dos Goytacazes. Um dos principais campos de...
2898,"Macaé conta com vagas de emprego abertas pela terceirizada de óleo gás Engeman, na função Caldeireiro offshore",CPG Click Petroleo e Gas,2020-03-11,Recursos Humanos da Engeman Macaé anuncia novas vagas de emprego de nível  médio para processo seletivo offshore em projetos de plataformas Petrobras.
2899,Bradesco Seguros nomeia Ivan Gontijo como seu novo presidente,Seu Dinheiro,2020-03-11,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis · Bradesco Seguros nomeia Ivan Gontijo como seu  novo...
2900,Petrobras anuncia reajuste de até 33% no preço do gás canalizado,Extra Online,2020-04-11,A Petrobras anunciou na manhã desta quarta-feira reajuste nos preços de  venda de gás natural para as distribuidoras para os contratos iniciados em  janeiro...
2901,Petrobras reajusta contratos de gás com distribuidoras e eleva preços,Exame,2020-04-11,"A Petrobras reajustou em 1º de novembro os preços de venda de gás natural  para distribuidoras em contratos iniciados em janeiro de 2020,..."
2902,Petrobras reajusta preço de gás natural em 33% para ...,ISTOÉ DINHEIRO,2020-04-11,"A Petrobras informa que reajustou, em 1º de novembro, os preços de venda de  gás natural para as distribuidoras para os contratos iniciados em janeiro  de..."
2903,CVM absolve PwC de condenação por irregularidades em auditoria da Petrobras,Valor Investe,2020-04-11,"CVM absolve PwC de condenação por irregularidades em auditoria da  Petrobras. A PwC e o seu sócio e responsável técnico, Marcos Donizete  Panassol, foram..."
2904,Petrobras anuncia venda de UPGN e 28 campos na Bahia,EPBR,2020-04-11,APRESENTADA POR. Quem faz. Editada por Gustavo Gaudarde  gustavo@epbr.com.br. em jogo. Petrobras anunciou a venda de mais uma  unidade de processamento de gás...
2905,"Muitos empregos offshore à vista: Petrobras concede contrato de manutenção de 11 plataformas para Engeman, que detém base de operações em Macaé para atender a Bacia de Campos",CPG Click Petroleo e Gas,2020-04-11,Engeman fatura da Petrobras contrato de manutenção para as plataformas  offshore ... contratos com a Petrobras e muitos empregos estão por vir para  a região.
2906,"Prejuízo da Gol sobe para R$ 1,696 bilhões no 3º trimestre",Seu Dinheiro,2020-04-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal. Menu.
2907,Blue chips: o que são e como identificar essas ações na bolsa ...,Eu Quero Investir,2020-04-11,"Quer exemplos? Vamos mostrar algumas blue chips brasileiras e  internacionais: Brasileiras: Ambev (ABEV3), Itaú (ITUB4), Bradesco (BBDC4),  Petrobras (..."
2908,"Ações de B2W, Via Varejo e Magalu disparam com Nasdaq; siderúrgicas e Vale caem com realização de lucros",Seu Dinheiro,2020-04-11,"GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal · Ações de B2W, Via Varejo e Magalu disparam com Nasdaq;  siderúrgicas e Vale..."
2909,Senado aprova texto-base da autonomia do Banco Central,Seu Dinheiro,2020-04-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal. Menu.
2910,CVM multa KPMG por irregularidades na auditoria do balanço de 2010 da Petrobras,Época Negócios,2020-05-11,... por irregularidades no desenvolvimento dos trabalhos de auditoria sobre  as demonstrações financeiras da Petrobras relativas ao exercício social de  2010.
2911,STF nega pedido de Lula para ter acesso a acordos da ...,Poder360,2020-05-11,"No Brasil, entretanto, a Petrobras disse ser vítima e acusou o petista de  ser parte de esquema contra a estatal –o que depois foi investigado e  resultou na..."
2912,Desinvestimento Petrobras no Nordeste: estatal põe à venda campos de petróleo offshore no Ceará,Click Petróleo e Gás,2020-05-11,"Nordeste: a venda dos campos de petróleo offshore, no Ceará, inclui a  totalidade da participação da Petrobras em águas de Atum, Curimã, Espada e  Xaréu."
2913,"PetroRio vende participação no Campo de Manati à Gas Bridge por R$ 144,4 milhões",Valor Investe,2020-05-11,"A transação está sujeita a condições precedentes, dentre as quais está o  êxito da Gas Bridge na aquisição da operação de Manati da Petrobras."
2914,Ultrapar tem estratégia para fazer sozinha proposta por ativo ...,Portos e Navios,2020-05-11,"A Ultrapar tem avaliado potenciais sócios estratégicos para disputar os  ativos de refino colocados à venda pela Petrobras, mas também tem uma  estratégia..."
2915,Ex-vereador de Caxias acusado de chefiar grupo que furtou 14 milhões de litros de combustível é preso no Espírito Santo,Extra Online,2020-05-11,"De acordo com a Polícia Civil, todo o patrimônio foi conquistado com o  furto de combustível diretamente dos oleodutos da Petrobras."
2916,Gás sobe pela 9ª vez e acumula alta de 40% – Jornal O Paraná,O Paraná,2020-05-11,O reajuste de 5% no valor cobrado das distribuidoras foi anunciado pela  Petrobras nessa quarta-feira (4). Segundo representantes do Sinegás  (Sindicato das...
2917,"Banco central da Inglaterra mantém juro básico em 0,10%, mas eleva estímulos",Seu Dinheiro,2020-05-11,"'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis · Banco central da Inglaterra mantém juro  básico em 0,10%,..."
2918,Cerca de 1.000 lojas fecharam as portas em Campos nos ...,Ururau,2020-05-11,"“Quando a Petrobras começa a desinvestir e o mercado do petróleo começa a  desempregar, esse fluxo econômico é impactante. Foi o que senti no meu  negócio em..."
2919,Bitcoin passa de 15 mil dólares e bate recorde histórico em reais,Seu Dinheiro,2020-05-11,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis. Menu.
2920,Dilma Rousseff absolvida em investigação sobre a Petrobras,Jornal Extra Classe,2020-06-11,"Dilma era presidente do Conselho de Administração da Petrobras no segundo  governo do ex-presidente Luiz Inácio Lula da Silva, período em que as  refinarias foram..."
2921,"Preso “Barão do petróleo”, o ex-vereador do RJ, que deu um prejuízo de 33 milhões de reais à P ...",CPG Click Petroleo e Gas,2020-06-11,"Quadrilha responsável por roubar 14 milhões de litros de petróleo da  Petrobras, agia no estado do Rio de Janeiro, São Paulo, Minas Gerais e  Espírito Santo."
2922,Gás de cozinha pode custar R$ 90; saiba o que está por trás do preço alto,Tv Jornal,2020-06-11,"Após a Petrobras aumentar o preço do gás de cozinha, pela oitava vez, em  seis meses, muitos consumidores e revendedoras ficaram preocupados."
2923,"Preço do gás deve subir em ao menos 15 estados até o fim do ano, com impacto para a indústria",O Globo,2020-06-11,"Em dezembro, a Petrobras e as distribuidoras começam a renegociar seus  contratos para 2021 com base nas condições de mercado. Por isso, há uma  expectativa de..."
2924,"Tesla, de Elon Musk, lança linha própria de tequilas e vendas esgotam",Seu Dinheiro,2020-06-11,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis. Menu. Seu Dinheiro. Últimas Notícias.
2925,Relembre a visita de Joe Biden ao Rio em 2013,O Globo,2020-06-11,"Então vice-presidente de Barack Obama, Biden visitou o Morro Dona Marta, em  Botafogo, além do Porto do Rio e o Centro de Pesquisas da Petrobras, no  Fundão."
2926,Money Week: CEO da Vulcabras já foi piloto de Formula 3,Eu Quero Investir,2020-06-11,"Radar traz Petrobras (PETR4), Embraer (EMBR3) e Braskem (BRKM5) · Futuros  de NY sobem e demais mercados operam em terreno positivo; tendência se  mostra de..."
2927,"Contratos da Transocean com a Petrobras, demanda vagas para prestação de serviços de perfuração offshore de poços de petróleo e gás",Click Petróleo e Gás,2020-06-11,"Contratos com a Petrobras da multinacional líder de serviços de perfuração  para poços de petróleo e gás Transocean, demanda vagas offshore neste dia  (06/11)."
2928,Justiça nega tirar tornozeleira de ex-presidente da Petros,Exame,2020-06-11,"... do uso de tornozeleira para o monitoramento eletrônico do ex-presidente  do fundo de pensão da Petrobras, a Fundação Petros, Carlos Fernando Costa."
2929,"Com baixa demanda, Latam tem prejuízo de US$ 573,1 milhões no terceiro trimestre",Seu Dinheiro,2020-06-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal. Menu.
2930,Negócio fechado: Petrobras vende 100% de Baúna para a Karoon,CPG Click Petroleo e Gas,2020-07-11,"A Petrobras finalizou hoje (6/11) a venda da totalidade de sua participação  no campo de Baúna (área de concessão BM-S-40), localizado em águas rasas  na..."
2931,"Recrutamento e seleção offshore em Macaé para trabalhar em contratos Petrobras; empregos de nível médio técnico em mecânica, elétrica, instrumentação e mais",Click Petróleo e Gás,2020-07-11,Recursos Humanos da Engeman Macaé anuncia novas vagas de emprego de nível  médio para processo seletivo offshore em projetos de plataformas Petrobras.
2932,"Após venda de campos de Petróleo – Petrobras começa a dar adeus á Bahia, onde o petróleo ainda era dos brasileiros, segundo especialista",CPG Click Petroleo e Gas,2020-07-11,"Após venda de campos de Petróleo – Petrobras começa a dar adeus á Bahia,  onde o petróleo ainda era dos brasileiros, segundo especialista. Escrito  por Valdemar..."
2933,Ant Group: maior IPO da história é cancelado em cima da hora,Eu Quero Investir,2020-07-11,"Radar traz Petrobras (PETR4), Embraer (EMBR3) e Braskem (BRKM5) · Futuros  de NY sobem e demais mercados operam em terreno positivo; tendência se  mostra de..."
2934,"Berkshire Hathaway, conglomerado de Warren Buffett, tem lucro de US$ 30,1 bilhões no 3º tri",Seu Dinheiro,2020-07-11,"'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis · Berkshire Hathaway, conglomerado de Warren  Buffett, tem..."
2935,"Ex-Arsenal e Barcelona, Alex Song assina com clube do ...",ISTOÉ Independente,2020-07-11,Petrobras aprova Andrade como conselheiro e CEO · ISTOÉ Gente 13:43. Ana  Maria Braga fala sobre o caso de Klara Castanho ao vivo na Globo: '...
2936,"De olho em habitação popular, Tenda aposta suas fichas em casas de madeira",Seu Dinheiro,2020-07-11,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis. Menu. Seu Dinheiro. Últimas Notícias.
2937,Malu Gaspar lança livro que exibe as entranhas da Odebrecht ...,Jornal Opção,2020-07-11,"“Em 2015, quando a força-tarefa da Lava Jato fulminou o 'clube' de  empreiteiras que controlava os contratos com a Petrobrás, a Odebrecht  liderava com folga..."
2938,Desmatamento na Amazônia cresce 50% em outubro,ISTOÉ DINHEIRO,2020-07-11,Ibovespa flerta com 101 mil pontos apoiado em Vale e Petrobras · Economia  12:07. petrobras. Anapetro protocola denúncia na CVM contra eleição de Paes  de...
2939,O que é preciso para trabalhar no mercado financeiro? Ana ...,Seu Dinheiro,2020-07-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal. Menu.
2940,Participantes do fundo Petros questionam acordo sobre Sete Brasil,VEJA,2020-08-11,"A empresa gerenciaria quase 30 navios sondas para a Petrobras. Grandes  bancos privados, os maiores fundos de pensão do país, fundos de  investimentos, todos..."
2941,FII: confira os fundos imobiliários com menor rentabilidade em ...,Eu Quero Investir,2020-08-11,"Radar traz Petrobras (PETR3; PETR4), Light (LIGT3) e Caixa Seguridade  (CXSE3) · Futuros de NY operam sem direção definida com S&P perto da  estabilidade e..."
2942,Magazine Luiza (MGLU3) e Via Varejo (VVAR3) estão entre ...,Eu Quero Investir,2020-08-11,"Duas notícias importantes e recentes injetam dinheiro na BR Distribuidora.  Primeiramente, a empresa fechou contrato de venda de óleo diesel marítimo à  Petrobras..."
2943,Como fica a Itaúsa após a cisão da XP?,Money Times,2020-08-11,"O banco reiterou a recomendação de compra, com preço-alvo de R$ 13, o que  implica potencial de valorização de 32%. Leia também: Petrobras · Economia  · Petrobras..."
2944,Tempestade Eta afeta cafezais e estradas na América Central,Money Times,2020-08-11,Gasolina e etanol têm primeira queda de preço depois de três meses de altas  · Se havia dúvida de que a Petrobras (PETR4) amarrava preço do etanol nas  usinas...
2945,"Omar Ayuso, de 'Elite', publica foto dele nu simulando um toureiro: 'Perfeição'",Noticias ao Minuto,2020-08-11,"Petrobras: ""Tinha mensagens que podiam incriminar Bolsonaro"". Política  Brasil Há 1 Hora. Petrobras: ""Tinha mensagens que podiam incriminar  Bolsonaro""..."
2946,Bolsonaro ignora Biden e diz que não sabe se tentará reeleição em 2022,Exame,2020-08-11,Petrobras (PETR4): minoritários avisam que vão recorrer se Paes de Andrade  for eleito. Mercados. Há um dia • 2 min de leitura...
2947,Por que o Nubank comprou a Easynvest?,Money Times,2020-08-11,Comitê da Petrobras (PETR3;PETR4) aprova Caio Paes de Andrade para cargo de  CEO · CVC. Comprar ou vender? O que fez ação da CVC (CVCB3) cair nesta  sexta?
2948,"Sem FMU ou Anhembi Morumbi, Ser olha outros ativos em SP",Economia & Negócios,2020-08-11,Mudança de presidente da Petrobras será inócua para controlar os preços;  leia análise · Auxílio Brasil: famílias reclamam de demora e falta de  informações.
2949,Mendes Júnior e ex-executivos são condenados por fraudes bilionárias na Petrobras,Diário do Poder,2020-09-11,"... prática de atos de improbidade administrativa decorrentes do pagamento  de propina para o ex-diretor de Abastecimento da Petrobras, Paulo Roberto  Costa,..."
2950,Responsabilidade de administradores: é hora de repensar o papel da CVM,Exame,2020-09-11,"Mauro Cunha: ""É pouco provável que se reúnam condições mais óbvias de  falhas de governança e de diligência do que no caso da Petrobras""  (Exame/Germano..."
2951,"3R Petroleum precifica IPO abaixo da faixa estimada, movimenta R$ 690 mi",Money Times,2020-09-11,"Com os recursos, a companhia comprou da Petrobras campos de exploração no  Rio Grande do Norte: Macau, Aratum, Serra, Salina Cristal, Porto Carão,..."
2952,Prosafe terá mais operações com a Petrobras até 2021,Click Petróleo e Gás,2020-09-11,"A Prosafe, fornecedora de plataforma de acomodação offshore, assinou uma  extensão de contrato com a Petrobras para o fornecimento da embarcação..."
2953,Karoon fecha contrato para fretamento do FPSO Cidade de ...,Portos e Navios,2020-09-11,"A plataforma atuará no campo de Baúna, no sudeste da Bacia de Santos. A  companhia finalizou a aquisição do campo da Petrobras na semana passada,  como parte do..."
2954,Vazamento: contenção de óleo no Rio Sergipe ainda não foi ...,Infonet,2020-09-11,"No dia 29 de outubro, a Petrobras identificou um vazamento de água e óleo  oriundo de um poço de petróleo no município de Riachuelo. De acordo com a  estatal,..."
2955,Pandemia afeta rentabilidade de bancos,Seu Dinheiro,2020-09-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal ... Novo normal? Pandemia afeta rentabilidade de bancos. Retorno  sobre o...
2956,"Suspeito de operar pirâmide financeira, dono da JJ Invest é preso no RJ",Seu Dinheiro,2020-09-11,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis. Menu. Seu Dinheiro. Últimas Notícias.
2957,Magazine Luiza avança 148% em vendas online e tem lucro de R$ 206 milhões,Seu Dinheiro,2020-09-11,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis · Magazine Luiza avança 148% em vendas online e  tem lucro...
2958,Inovação é aposta de setor de transporte,Seu Dinheiro,2020-09-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal. Menu.
2959,Funcionários da Petrobras vão à Justiça contra venda de ...,ES Brasil,2020-10-11,Representantes de trabalhadores da Petrobras entraram com ação civil  pública reivindicando a suspensão imediata do processo de venda de ativos  e...
2960,Mitsui contrata banco e avalia vender a fatia de 49% na Gaspetro,Valor Econômico,2020-10-11,"A Mitsui tornou-se sócia da Petrobrás no fim de 2015, ao comprar a fatia de  49% ... Em seu processo de venda de ativos não estratégicos, a Petrobras  também..."
2961,Petrobras faz gestão de dados com Integra,Baguete,2020-10-11,"Plataforma Klassmatt conquista mais um cliente de grande porte. Carlos Py,  CEO da Klassmatt-Integra. Tamanho da fonte: -A+A. A Petrobras adotou a  solução da..."
2962,"Valor de mercado do Ibovespa sobe para R$ 3,72 trilhões em novembro",Valor Econômico,2020-10-11,"O desempenho tanto da Petrobras como do setor bancário ocorre também pela  rotação de carteiras, com o mercado realizando lucros em ações que tiveram  melhor..."
2963,"Petroleiros marcam ato para esta quarta-feira na Repar, em Araucária - Bem Paraná",Bem Paraná,2020-10-11,"... e também contra as privatizações no Sistema Petrobrás, com mobilizações  e atrasos em bases operacionais da Federação Única dos Petroleiros (FUP)."
2964,"255 vagas de emprego de nível fundamental, médio e técnico para contratos Petrobras offshore e onshore em Macaé e Espírito Santo",CPG Click Petroleo e Gas,2020-10-11,"A Petrobras fechou mais três contratos com a Elfe Engenharia, ... de três  novos contratos junto a Petrobrás no mês de Junho de 2020; UO-Rio lote A,..."
2965,Money Week: as recomendações do CEO da Dahlia Capital,Eu Quero Investir,2020-10-11,"Radar traz Petrobras (PETR3; PETR4), Eletrobras (ELET3; ELET6) e Hapvida  (HAPV3) · Com Selic a 13,25%, a poupança vale a pena?"
2966,"Governo federal autoriza repasse de R$ 21,6 milhões ao Amapá",Exame,2020-10-11,"Preço do combustível é uma decisão da Petrobras, não do governo, diz  ministro. Petrobras (PETR4) segue na mira do governo mesmo após renúncia do  CEO; ações."
2967,"Para brigar com rivais, Via Varejo vira sócia do ‘hub’ de inovação Distrito",Seu Dinheiro,2020-10-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal. Menu. Seu Dinheiro. Últimas Notícias · Mercados ao vivo.
2968,Conab prevê produção recorde de grãos na safra 2020/21,SpaceMoney,2020-10-11,"Ibovespa sobe 2,1%, aos 100 mil pts. com Petrobras (PETR4) e Vale (VALE3);  dólar cai 0,3% ... (RECV3) e PetroRio (PRIO3) caem até 10%, com Petrobras  (PETR4)."
2969,ConJur - Juiz anula sentença arbitral que mandou Petrobras ...,Consultor Jurídico,2020-11-11,Justiça anula sentença arbitral que condenou Petrobras a indenizar  acionistas ... a ressarcir os fundos de pensão Petros (de funcionários da  Petrobras) e...
2970,Petrobras Cultural anuncia edital de R$ 2 milhões para projetos literários,Correio Braziliense,2020-11-11,"A iniciativa Petrobras Cultural para Crianças lançou a terceira seleção de  projetos de 2020, agora voltada para feiras e ações literárias."
2971,Cadastro de currículo em todas as funções para contratos Petrobras offshore na UO-Rio em Macaé e para trab ...,CPG Click Petroleo e Gas,2020-11-11,"Cadastre o seu currículo nas vagas de emprego abaixo para trabalhar  offshore em Macaé na UO-Rio e na refinaria da Petrobras REFAP de Canoas,  RS. Trabalhe no..."
2972,EnP compra participação em campos e blocos no Espírito Santo,EPBR,2020-11-11,"A Petrobras anunciou em outubro que vendeu por US$ 10,84 milhões os campos  de Lagoa Parda, Lagoa Parda Norte e Lagoa Piabanha, para a Imetame."
2973,"Petrobras publica licitação para contratação de empresas do setor de manutenção, para Unidade de Tratamento de Gás UTG",CPG Click Petroleo e Gas,2020-11-11,"A Petrobras abriu licitação ontem para empresas do setor de manutenção,  realizarem serviços técnicos na UTG – Unidade de Tratamento de Gás, em  Itaboraí, no Polo..."
2974,"Penny Stocks: o que são, como identificar e quando são ...",Eu Quero Investir,2020-11-11,"Em meio à euforia com a empresa (que queria superar a Petrobras), a OGX  chegou a fazer o maior IPO (Oferta Pública Inicial) da Bolsa de Valores em  2010."
2975,Posto Brasil garante combustível com qualidade 100 ...,Assiscity,2020-11-11,"O Posto realiza atendimento 24h todos os dias. Há 35 anos, o Posto Brasil  oferece para toda a população de Assis combustíveis com qualidade 100%  Petrobras. Com..."
2976,Casal de cientistas entra para lista de mais ricos da Alemanha com vacina da Pfizer e BioNTech,Seu Dinheiro,2020-11-11,GAME OVER para Petrobras? Clique aqui e descubra 2 ações que 'vencem' a  estatal · Casal de cientistas entra para lista de mais ricos da Alemanha  com vacina...
2977,"Saída de dólares supera entrada em US$ 20,1 bilhões no ano até dia 6, diz BC",Seu Dinheiro,2020-11-11,'JULGAMENTO' DA PETROBRAS? Descubra se a estatal é culpada pela explosão  nos preços dos combustíveis. Menu. Seu Dinheiro. Últimas Notícias.
2978,BDRs têm recorde de negociação na B3; Google é o mais ...,Eu Quero Investir,2020-11-11,"Radar traz Petrobras (PETR4), Embraer (EMBR3) e Braskem (BRKM5) · Futuros  de NY sobem e demais mercados operam em terreno positivo; tendência se  mostra de..."
2979,Auditores respiram aliviados com desfecho de caso Petrobras; mas e os demais agentes?,Valor Investe,2020-12-11,A boa nova veio do julgamento realizado pela diretoria da CVM sobre o  trabalho dos auditores que atestaram a aderência dos balanços da Petrobras  às normas...
2980,Quem é e o que quer a petroleira que acaba de negociar com a Petrobras,Exame,2020-12-11,"No entanto, petroleiras de menor porte continuam avançando no Brasil,  principalmente com o programa de desinvestimentos da Petrobras. Uma delas é  a..."
2981,Petrobras aumenta preço da gasolina e diesel a partir de hoje (12/11),CPG Click Petroleo e Gas,2020-12-11,Aumento do preço da gasolina e do diesel nas refinarias da Petrobras vem em  meio a movimento de alta nos preços do petróleo no mercado internacional  nos...
